date,sport,player,prop,std_dir,gob_dir,same_direction,pair_kind,std_line,gob_line,delta_pct,distance_bucket,gob_factor,std_hit,gob_hit,std_tier,gob_tier,std_ml_prob,gob_ml_prob,prior_std_n,prior_std_hr,high_std_consistent,std_ev_realized,gob_ev_realized,ev_uplift_realized
2026-06-26,MLB,Billy Cook,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,0,C,B,0.527,0.53,0,,False,1.0,-1.0,-2.0
2026-06-01,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5016,1.0,0,,False,1.0,-1.0,-2.0
2026-06-02,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5016,1.0,1,1.0,False,-1.0,0.35,1.35
2026-06-03,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5016,1.0,2,0.5,False,-1.0,0.35,1.35
2026-06-05,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.4978,1.0,3,0.3333,False,-1.0,0.35,1.35
2026-06-09,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,A,C,0.0,0.7511,4,0.25,False,-1.0,0.35,1.35
2026-06-13,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,D,C,0.8081,0.555,5,0.2,False,1.0,-1.0,-2.0
2026-06-15,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,D,C,0.8081,0.555,6,0.3333,False,-1.0,0.35,1.35
2026-06-16,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,D,C,0.8081,0.555,7,0.2857,False,-1.0,0.35,1.35
2026-06-21,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,D,C,0.7273,0.555,8,0.25,False,-1.0,0.35,1.35
2026-06-22,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,D,C,0.8081,0.555,9,0.2222,False,1.0,0.35,-0.65
2026-06-23,MLB,Blake Dunn,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.527,0.555,10,0.3,False,1.0,-1.0,-2.0
2026-06-23,MLB,Blake Dunn,Hitter Fantasy Score,OVER,OVER,True,same_over,5.0,2.5,0.5,<0.65,0.5,0,0,B,B,0.53,0.53,0,,False,-1.0,-1.0,0.0
2026-06-24,MLB,Blake Dunn,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,1.5,0.3333,<0.65,0.35,1,1,B,B,0.53,0.53,1,0.0,False,1.0,0.35,-0.65
2026-06-26,MLB,Blake Dunn,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,2.5,0.5556,<0.65,0.5556,1,1,B,B,0.53,0.53,2,0.5,False,1.0,0.5556,-0.4444
2026-06-23,MLB,Blake Perkins,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,1,0,C,B,0.527,0.53,0,,False,1.0,-1.0,-2.0
2026-06-27,MLB,Blake Perkins,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,1,1.0,False,-1.0,0.5556,1.5556
2026-06-29,MLB,Blake Perkins,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,2,0.5,False,1.0,0.35,-0.65
2026-07-01,MLB,Blake Perkins,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,0,C,B,0.527,0.53,3,0.6667,False,1.0,-1.0,-2.0
2026-06-22,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,C,C,0.5277,0.555,0,,False,1.0,-1.0,-2.0
2026-06-26,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,1,1.0,False,-1.0,0.35,1.35
2026-06-27,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,1,C,C,0.527,0.555,2,0.5,False,1.0,0.35,-0.65
2026-07-01,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,3,0.6667,False,-1.0,0.35,1.35
2026-07-05,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,4,0.5,False,-1.0,0.35,1.35
2026-07-08,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.555,5,0.4,False,-1.0,0.35,1.35
2026-07-12,MLB,Blaze Alexander,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.5434,0.555,6,0.3333,False,-1.0,0.35,1.35
2026-06-23,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,C,B,0.527,0.53,0,,False,1.0,0.4286,-0.5714
2026-06-24,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,C,B,0.527,0.53,1,1.0,False,1.0,0.4286,-0.5714
2026-06-26,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,2,1.0,False,-1.0,0.5556,1.5556
2026-06-27,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,C,B,0.527,0.53,3,0.6667,False,1.0,0.4286,-0.5714
2026-06-28,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,1,0,C,B,0.527,0.53,4,0.75,False,1.0,-1.0,-2.0
2026-06-30,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,0,1,C,B,0.527,0.53,5,0.8,False,-1.0,0.35,1.35
2026-07-01,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,6,0.6667,False,-1.0,0.5556,1.5556
2026-07-03,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,1.5,0.3333,<0.65,0.35,1,1,C,B,0.527,0.53,7,0.5714,False,1.0,0.35,-0.65
2026-07-04,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,C,B,0.527,0.53,8,0.625,True,-1.0,0.4286,1.4286
2026-07-05,MLB,Blaze Alexander,Hitter Fantasy Score,UNDER,OVER,False,std_under_gob_over,4.5,2.5,0.5556,<0.65,0.5556,0,1,C,B,0.527,0.53,9,0.5556,False,-1.0,0.5556,1.5556
2026-06-17,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.555,0.555,0,,False,-1.0,-1.0,0.0
2026-06-19,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,1,0.0,False,1.0,0.35,-0.65
2026-06-21,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,2,0.5,False,-1.0,0.35,1.35
2026-06-23,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,3,0.3333,False,-1.0,0.35,1.35
2026-06-24,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,4,0.25,False,1.0,0.35,-0.65
2026-06-28,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.555,0.555,5,0.4,False,-1.0,-1.0,0.0
2026-07-03,MLB,Blaze Jordan,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,6,0.3333,False,1.0,0.35,-0.65
2026-06-23,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,B,B,0.53,0.53,0,,False,1.0,0.4286,-0.5714
2026-06-24,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,B,B,0.53,0.53,1,1.0,False,1.0,0.4286,-0.5714
2026-06-25,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,0,0,B,B,0.53,0.53,2,1.0,False,-1.0,-1.0,0.0
2026-06-26,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.0,1.5,0.5,<0.65,0.5,0,0,B,C,0.53,0.53,3,0.6667,False,-1.0,-1.0,0.0
2026-06-27,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.0,1.5,0.5,<0.65,0.5,0,0,B,C,0.53,0.53,4,0.5,False,-1.0,-1.0,0.0
2026-06-28,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,0,0,B,B,0.53,0.53,5,0.4,False,-1.0,-1.0,0.0
2026-06-30,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,1.5,0.3333,<0.65,0.35,0,1,B,B,0.53,0.53,6,0.3333,False,-1.0,0.35,1.35
2026-07-01,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,4.0,2.5,0.625,<0.65,0.625,0,0,B,C,0.53,0.53,7,0.2857,False,-1.0,-1.0,0.0
2026-07-02,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,B,B,0.53,0.53,8,0.25,False,-1.0,0.4286,1.4286
2026-07-03,MLB,Blaze Jordan,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,B,B,0.53,0.53,9,0.2222,False,1.0,0.4286,-0.5714
2026-06-01,MLB,Bo Bichette,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,B,C,0.4815,1.0,0,,False,1.0,-1.0,-2.0
2026-06-02,MLB,Bo Bichette,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,1,0,B,C,0.4815,1.0,1,1.0,False,1.0,-1.0,-2.0
2026-06-03,MLB,Bo Bichette,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.4815,1.0,2,1.0,False,-1.0,0.35,1.35
2026-06-05,MLB,Bo Bichette,Hits+Runs+RBIs,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.4838,1.0,3,0.6667,False,-1.0,0.35,1.35
2026-06-12,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,4,0.5,False,1.0,0.35,-0.65
2026-06-15,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,5,0.6,False,1.0,0.35,-0.65
2026-06-20,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,6,0.6667,False,-1.0,0.35,1.35
2026-06-21,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.555,0.555,7,0.5714,False,-1.0,-1.0,0.0
2026-06-26,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,8,0.5,False,1.0,0.35,-0.65
2026-06-28,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,9,0.5556,False,-1.0,0.35,1.35
2026-06-29,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.555,0.555,10,0.5,False,-1.0,-1.0,0.0
2026-06-30,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,11,0.4545,False,-1.0,0.35,1.35
2026-07-04,MLB,Bo Bichette,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,12,0.4167,False,1.0,0.35,-0.65
2026-06-23,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.0,2.5,0.5,<0.65,0.5,1,1,B,B,0.53,0.53,0,,False,1.0,0.5,-0.5
2026-06-25,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,2.5,0.4545,<0.65,0.4545,0,1,B,B,0.53,0.53,1,1.0,False,-1.0,0.4545,1.4545
2026-06-26,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.0,2.5,0.5,<0.65,0.5,1,1,B,B,0.53,0.53,2,0.5,False,1.0,0.5,-0.5
2026-06-27,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,1,1,B,B,0.53,0.53,3,0.6667,False,1.0,0.6364,-0.3636
2026-06-28,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,2.5,0.4545,<0.65,0.4545,0,1,B,B,0.53,0.53,4,0.75,False,-1.0,0.4545,1.4545
2026-06-29,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,0,0,B,B,0.53,0.53,5,0.6,False,-1.0,-1.0,0.0
2026-06-30,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,2.5,0.4545,<0.65,0.4545,0,1,B,B,0.53,0.53,6,0.5,False,-1.0,0.4545,1.4545
2026-07-01,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,2.5,0.4545,<0.65,0.4545,0,0,B,B,0.53,0.53,7,0.4286,False,-1.0,-1.0,0.0
2026-07-03,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.0,2.5,0.5,<0.65,0.5,1,1,B,B,0.53,0.53,8,0.375,False,1.0,0.5,-0.5
2026-07-04,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,0,1,B,B,0.53,0.53,9,0.4444,False,-1.0,0.6364,1.6364
2026-07-05,MLB,Bo Bichette,Hitter Fantasy Score,OVER,OVER,True,same_over,5.5,3.5,0.6364,<0.65,0.6364,1,1,B,B,0.53,0.53,10,0.4,False,1.0,0.6364,-0.3636
2026-06-16,MLB,Bo Bichette,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,0,,False,1.0,0.35,-0.65
2026-06-17,MLB,Bo Bichette,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,1,1.0,False,1.0,0.35,-0.65
2026-06-27,MLB,Bo Bichette,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.56,0.56,2,1.0,False,-1.0,0.35,1.35
2026-07-01,MLB,Bo Bichette,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.56,0.56,3,0.6667,False,-1.0,-1.0,0.0
2026-07-05,MLB,Bo Bichette,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,4,0.5,False,1.0,0.35,-0.65
2026-05-31,MLB,Bobby Witt Jr.,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.5833,1.0,0,,False,1.0,0.35,-0.65
2026-06-01,MLB,Bobby Witt Jr.,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.5839,1.0,1,1.0,False,1.0,0.35,-0.65
2026-06-03,MLB,Bobby Witt Jr.,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.5839,1.0,2,1.0,False,1.0,0.35,-0.65
2026-06-17,MLB,Bobby Witt Jr.,Hits+Runs+RBIs,OVER,OVER,True,same_over,2.5,1.5,0.6,<0.65,0.6,0,1,B,C,0.555,0.555,3,1.0,False,-1.0,0.6,1.6
2026-07-02,MLB,Bobby Witt Jr.,Hits+Runs+RBIs,OVER,OVER,True,same_over,2.5,0.5,0.2,<0.65,0.35,0,0,B,B,0.555,0.555,4,0.75,False,-1.0,-1.0,0.0
2026-06-25,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,6.5,3.5,0.5385,<0.65,0.5385,0,1,B,B,0.53,0.53,0,,False,-1.0,0.5385,1.5385
2026-06-28,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,6.5,2.5,0.3846,<0.65,0.3846,0,1,B,A,0.53,0.8146,1,0.0,False,-1.0,0.3846,1.3846
2026-06-30,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,7.5,3.5,0.4667,<0.65,0.4667,1,1,B,A,0.53,0.8242,3,0.0,False,1.0,0.4667,-0.5333
2026-07-01,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,7.5,3.5,0.4667,<0.65,0.4667,0,0,B,A,0.53,0.8242,4,0.25,False,-1.0,-1.0,0.0
2026-07-02,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,7.5,3.5,0.4667,<0.65,0.4667,0,1,B,A,0.53,0.8242,5,0.2,False,-1.0,0.4667,1.4667
2026-07-04,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,6.5,3.5,0.5385,<0.65,0.5385,0,0,B,B,0.53,0.53,7,0.1429,False,-1.0,-1.0,0.0
2026-07-05,MLB,Bobby Witt Jr.,Hitter Fantasy Score,OVER,OVER,True,same_over,6.5,2.5,0.3846,<0.65,0.3846,1,1,B,A,0.53,0.8273,8,0.125,False,1.0,0.3846,-0.6154
2026-06-04,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.56,0.56,0,,False,-1.0,0.35,1.35
2026-06-05,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.5801,1.0,1,0.0,False,1.0,0.35,-0.65
2026-06-09,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,A,C,0.7209,0.9528,2,0.5,False,-1.0,-1.0,0.0
2026-06-10,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,A,C,0.7209,0.9528,3,0.3333,False,1.0,0.35,-0.65
2026-06-11,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,A,C,0.7209,0.9528,4,0.5,False,-1.0,0.35,1.35
2026-06-13,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,5,0.4,False,1.0,0.35,-0.65
2026-06-14,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,6,0.5,False,1.0,0.35,-0.65
2026-06-15,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.56,0.56,7,0.5714,False,-1.0,-1.0,0.0
2026-06-16,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,8,0.5,False,1.0,0.35,-0.65
2026-06-25,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.56,0.56,9,0.5556,False,-1.0,-1.0,0.0
2026-06-27,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,10,0.5,False,1.0,0.35,-0.65
2026-06-28,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.56,0.56,11,0.5455,False,-1.0,-1.0,0.0
2026-06-30,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,12,0.5,False,1.0,0.35,-0.65
2026-07-04,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,0,B,C,0.56,0.56,13,0.5385,False,-1.0,-1.0,0.0
2026-07-05,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,14,0.5,False,1.0,0.35,-0.65
2026-07-06,MLB,Bobby Witt Jr.,Total Bases,UNDER,OVER,False,std_under_gob_over,1.5,0.5,0.3333,<0.65,0.35,0,1,C,C,0.527,0.56,15,0.5333,False,-1.0,0.35,1.35
2026-07-08,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.56,0.56,16,0.5,False,-1.0,0.35,1.35
2026-07-12,MLB,Bobby Witt Jr.,Total Bases,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.56,0.56,17,0.4706,False,1.0,0.35,-0.65
2026-06-11,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.5599,0.7582,0,,False,1.0,0.35,-0.65
2026-06-20,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,1,1.0,False,-1.0,0.35,1.35
2026-06-21,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,2,0.5,False,1.0,0.35,-0.65
2026-06-27,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,1,1,B,C,0.555,0.555,3,0.6667,False,1.0,0.35,-0.65
2026-06-29,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,4,0.75,False,-1.0,0.35,1.35
2026-06-30,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,5,0.6,False,-1.0,0.35,1.35
2026-07-01,MLB,Braden Montgomery,Hits+Runs+RBIs,OVER,OVER,True,same_over,1.5,0.5,0.3333,<0.65,0.35,0,1,B,C,0.555,0.555,6,0.5,False,-1.0,0.35,1.35
2026-06-23,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,1.5,0.3333,<0.65,0.35,0,1,B,B,0.53,0.53,0,,False,-1.0,0.35,1.35
2026-06-24,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,4.0,1.5,0.375,<0.65,0.375,1,1,B,B,0.53,0.53,1,0.0,False,1.0,0.375,-0.625
2026-06-26,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,B,B,0.53,0.53,2,0.5,False,1.0,0.4286,-0.5714
2026-06-27,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,1,1,B,B,0.53,0.53,3,0.6667,False,1.0,0.4286,-0.5714
2026-06-28,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,B,B,0.53,0.53,4,0.75,False,-1.0,0.4286,1.4286
2026-06-29,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,4.0,1.5,0.375,<0.65,0.375,1,1,B,B,0.53,0.53,6,0.5,False,1.0,0.375,-0.625
2026-06-30,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,2.5,0.5556,<0.65,0.5556,1,1,B,B,0.53,0.53,7,0.5714,False,1.0,0.5556,-0.4444
2026-07-01,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,4.5,1.5,0.3333,<0.65,0.35,1,1,B,B,0.53,0.53,8,0.625,True,1.0,0.35,-0.65
2026-07-03,MLB,Braden Montgomery,Hitter Fantasy Score,OVER,OVER,True,same_over,3.5,1.5,0.4286,<0.65,0.4286,0,1,B,B,0.53,0.53,9,0.6667,True,-1.0,0.4286,1.4286
