espn_id,player_name,player_key,tournament_date,tournament_name,round,strokes,birdies,bogeys,pars,birdies_or_better,bogeys_or_worse,holes_played
,Ryo Hisatsune,ryo hisatsune,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Steven Fisk,steven fisk,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Rasmus Neergaard-Petersen,rasmus neergaard-petersen,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Erik van Rooyen,erik van rooyen,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Kensei Hirata,kensei hirata,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,5.0,4.0,0.0,5.0,4.0,9.0
,Doug Ghim,doug ghim,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,3.0,0.0,5.0,4.0,9.0
,Mac Meissner,mac meissner,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Luke Clanton,luke clanton,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,3.0,0.0,5.0,4.0,9.0
,Mark Hubbard,mark hubbard,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Sam Ryder,sam ryder,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,2.0,0.0,14.0,2.0,0.0,16.0
,Chris Kirk,chris kirk,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Emiliano Grillo,emiliano grillo,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Chan Kim,chan kim,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Neal Shipley,neal shipley,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Adrien Saddier,adrien saddier,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Matthieu Pavon,matthieu pavon,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Luke List,luke list,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,5.0,4.0,0.0,5.0,4.0,9.0
,Tyler Duncan,tyler duncan,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,3.0,0.0,10.0,3.0,1.0,14.0
,Camilo Villegas,camilo villegas,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Daniel Brown,daniel brown,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Taylor Pendrith,taylor pendrith,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Fabián Gómez,fabian gomez,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,John Parry,john parry,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Justin Lower,justin lower,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Patrick Rodgers,patrick rodgers,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Adam Svensson,adam svensson,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,7.0,1.0,0.0,7.0,2.0,9.0
,Tom Kim,tom kim,2026-05-21,THE CJ CUP Byron Nelson,4,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Jeffrey Kang,jeffrey kang,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,4.0,2.0,4.0,4.0,3.0,11.0
,Charley Hoffman,charley hoffman,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Troy Merritt,troy merritt,2026-05-21,THE CJ CUP Byron Nelson,4,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Chad Ramey,chad ramey,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Jordan Smith,jordan smith,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,5.0,3.0,0.0,5.0,4.0,9.0
,Thorbjørn Olesen,thorbjrn olesen,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Yongjun Bae,yongjun bae,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-21,THE CJ CUP Byron Nelson,4,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Hank Lebioda,hank lebioda,2026-05-21,THE CJ CUP Byron Nelson,4,72.0,1.0,2.0,12.0,1.0,2.0,15.0
,Mackenzie Hughes,mackenzie hughes,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Lanto Griffin,lanto griffin,2026-05-21,THE CJ CUP Byron Nelson,4,71.0,1.0,3.0,8.0,1.0,4.0,13.0
,John VanDerLaan,john vanderlaan,2026-05-21,THE CJ CUP Byron Nelson,4,74.0,2.0,3.0,6.0,2.0,4.0,12.0
,Zac Blair,zac blair,2026-05-21,THE CJ CUP Byron Nelson,4,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Danny Willett,danny willett,2026-05-21,THE CJ CUP Byron Nelson,4,75.0,2.0,4.0,4.0,2.0,5.0,11.0
,Wyndham Clark,wyndham clark,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,5.0,1.0,4.0,5.0,2.0,11.0
,Si Woo Kim,si woo kim,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Scottie Scheffler,scottie scheffler,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Jackson Suber,jackson suber,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Keith Mitchell,keith mitchell,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Tony Finau,tony finau,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Zach Bauchou,zach bauchou,2026-05-21,THE CJ CUP Byron Nelson,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Johnny Keefer,johnny keefer,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Jesper Svensson,jesper svensson,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,6.0,2.0,0.0,6.0,3.0,9.0
,Max Greyserman,max greyserman,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Sungjae Im,sungjae im,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Taylor Moore,taylor moore,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,6.0,1.0,3.0,6.0,1.0,10.0
,Blades Brown,blades brown,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Brooks Koepka,brooks koepka,2026-05-21,THE CJ CUP Byron Nelson,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Ben Silverman,ben silverman,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,S.Y. Noh,s y noh,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Garrick Higgo,garrick higgo,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,5.0,4.0,0.0,5.0,4.0,9.0
,A.J. Ewart,a j ewart,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Jordan Spieth,jordan spieth,2026-05-21,THE CJ CUP Byron Nelson,3,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Pierceson Coody,pierceson coody,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Peter Malnati,peter malnati,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Rico Hoey,rico hoey,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Ryo Hisatsune,ryo hisatsune,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,4.0,0.0,8.0,4.0,1.0,13.0
,Steven Fisk,steven fisk,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,5.0,1.0,2.0,5.0,3.0,10.0
,Rasmus Neergaard-Petersen,rasmus neergaard-petersen,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,4.0,3.0,2.0,4.0,4.0,10.0
,Erik van Rooyen,erik van rooyen,2026-05-21,THE CJ CUP Byron Nelson,3,66.0,3.0,0.0,10.0,3.0,1.0,14.0
,Kensei Hirata,kensei hirata,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,2.0,3.0,6.0,2.0,4.0,12.0
,Eric Cole,eric cole,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Doug Ghim,doug ghim,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Mac Meissner,mac meissner,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Luke Clanton,luke clanton,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,2.0,0.0,12.0,2.0,1.0,15.0
,Mark Hubbard,mark hubbard,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,2.0,2.0,8.0,2.0,3.0,13.0
,Sam Ryder,sam ryder,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Chris Kirk,chris kirk,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Emiliano Grillo,emiliano grillo,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Chan Kim,chan kim,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Adrien Saddier,adrien saddier,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Matthieu Pavon,matthieu pavon,2026-05-21,THE CJ CUP Byron Nelson,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Luke List,luke list,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,5.0,2.0,2.0,5.0,3.0,10.0
,Tyler Duncan,tyler duncan,2026-05-21,THE CJ CUP Byron Nelson,3,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Austin Eckroat,austin eckroat,2026-05-21,THE CJ CUP Byron Nelson,3,65.0,5.0,1.0,4.0,5.0,2.0,11.0
,Camilo Villegas,camilo villegas,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Daniel Brown,daniel brown,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,4.0,1.0,6.0,4.0,2.0,12.0
,Taylor Pendrith,taylor pendrith,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Fabián Gómez,fabian gomez,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,John Parry,john parry,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Patrick Fishburn,patrick fishburn,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Patrick Rodgers,patrick rodgers,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Adam Svensson,adam svensson,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Tom Kim,tom kim,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,6.0,2.0,0.0,6.0,3.0,9.0
,Jeffrey Kang,jeffrey kang,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Charley Hoffman,charley hoffman,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Troy Merritt,troy merritt,2026-05-21,THE CJ CUP Byron Nelson,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Chad Ramey,chad ramey,2026-05-21,THE CJ CUP Byron Nelson,3,73.0,2.0,4.0,2.0,2.0,6.0,10.0
,Jonathan Byrd,jonathan byrd,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Jordan Smith,jordan smith,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,2.0,1.0,8.0,2.0,3.0,13.0
,Thorbjørn Olesen,thorbjrn olesen,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Yongjun Bae,yongjun bae,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-21,THE CJ CUP Byron Nelson,3,69.0,6.0,2.0,0.0,6.0,3.0,9.0
,Hank Lebioda,hank lebioda,2026-05-21,THE CJ CUP Byron Nelson,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Mackenzie Hughes,mackenzie hughes,2026-05-21,THE CJ CUP Byron Nelson,3,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Lanto Griffin,lanto griffin,2026-05-21,THE CJ CUP Byron Nelson,3,74.0,2.0,4.0,3.0,2.0,5.0,10.0
,Zac Blair,zac blair,2026-05-21,THE CJ CUP Byron Nelson,3,72.0,4.0,5.0,0.0,4.0,5.0,9.0
,Danny Willett,danny willett,2026-05-21,THE CJ CUP Byron Nelson,3,70.0,4.0,1.0,6.0,4.0,2.0,12.0
,Wyndham Clark,wyndham clark,2026-05-21,THE CJ CUP Byron Nelson,2,63.0,8.0,0.0,2.0,8.0,0.0,10.0
,Scottie Scheffler,scottie scheffler,2026-05-21,THE CJ CUP Byron Nelson,2,63.0,6.0,0.0,4.0,6.0,1.0,11.0
,Jackson Suber,jackson suber,2026-05-21,THE CJ CUP Byron Nelson,2,61.0,8.0,0.0,0.0,8.0,1.0,9.0
,Keith Mitchell,keith mitchell,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,5.0,2.0,2.0,5.0,3.0,10.0
,Tony Finau,tony finau,2026-05-21,THE CJ CUP Byron Nelson,2,63.0,8.0,0.0,2.0,8.0,0.0,10.0
,Zach Bauchou,zach bauchou,2026-05-21,THE CJ CUP Byron Nelson,2,64.0,5.0,0.0,6.0,5.0,1.0,12.0
,Johnny Keefer,johnny keefer,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,2.0,2.0,8.0,2.0,3.0,13.0
,Jesper Svensson,jesper svensson,2026-05-21,THE CJ CUP Byron Nelson,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Max Greyserman,max greyserman,2026-05-21,THE CJ CUP Byron Nelson,2,62.0,7.0,0.0,2.0,7.0,1.0,10.0
,Stephan Jaeger,stephan jaeger,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,5.0,0.0,6.0,5.0,1.0,12.0
,Taylor Moore,taylor moore,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Blades Brown,blades brown,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Brooks Koepka,brooks koepka,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Ben Silverman,ben silverman,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,S.Y. Noh,s y noh,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Garrick Higgo,garrick higgo,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,A.J. Ewart,a j ewart,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Jordan Spieth,jordan spieth,2026-05-21,THE CJ CUP Byron Nelson,2,62.0,9.0,0.0,0.0,9.0,0.0,9.0
,Pierceson Coody,pierceson coody,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Séamus Power,seamus power,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Peter Malnati,peter malnati,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Rico Hoey,rico hoey,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Ryo Hisatsune,ryo hisatsune,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Steven Fisk,steven fisk,2026-05-21,THE CJ CUP Byron Nelson,2,64.0,8.0,1.0,0.0,8.0,1.0,9.0
,Rasmus Neergaard-Petersen,rasmus neergaard-petersen,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Erik van Rooyen,erik van rooyen,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Kensei Hirata,kensei hirata,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Eric Cole,eric cole,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Doug Ghim,doug ghim,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Mac Meissner,mac meissner,2026-05-21,THE CJ CUP Byron Nelson,2,64.0,7.0,0.0,4.0,7.0,0.0,11.0
,Luke Clanton,luke clanton,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Mark Hubbard,mark hubbard,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Sam Ryder,sam ryder,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Chris Kirk,chris kirk,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,4.0,1.0,6.0,4.0,2.0,12.0
,Emiliano Grillo,emiliano grillo,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,4.0,0.0,4.0,5.0,9.0
,Chan Kim,chan kim,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Neal Shipley,neal shipley,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,3.0,4.0,2.0,3.0,5.0,10.0
,Matthieu Pavon,matthieu pavon,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Luke List,luke list,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,4.0,1.0,6.0,4.0,2.0,12.0
,Tyler Duncan,tyler duncan,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Austin Eckroat,austin eckroat,2026-05-21,THE CJ CUP Byron Nelson,2,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Camilo Villegas,camilo villegas,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Daniel Brown,daniel brown,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Taylor Pendrith,taylor pendrith,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Fabián Gómez,fabian gomez,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,6.0,2.0,0.0,6.0,3.0,9.0
,John Parry,john parry,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Justin Lower,justin lower,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Patrick Fishburn,patrick fishburn,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Patrick Rodgers,patrick rodgers,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,6.0,2.0,0.0,6.0,3.0,9.0
,Adam Svensson,adam svensson,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,3.0,2.0,6.0,3.0,3.0,12.0
,Tom Kim,tom kim,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Troy Merritt,troy merritt,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Chad Ramey,chad ramey,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Jonathan Byrd,jonathan byrd,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Jordan Smith,jordan smith,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Thorbjørn Olesen,thorbjrn olesen,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Yongjun Bae,yongjun bae,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,8.0,0.0,1.0,8.0,0.0,9.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,4.0,0.0,8.0,4.0,1.0,13.0
,Hank Lebioda,hank lebioda,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Mackenzie Hughes,mackenzie hughes,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Lanto Griffin,lanto griffin,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,John VanDerLaan,john vanderlaan,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Zac Blair,zac blair,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Danny Willett,danny willett,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Scott Piercy,scott piercy,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Carson Young,carson young,2026-05-21,THE CJ CUP Byron Nelson,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Nick Hardy,nick hardy,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Jackson Buchanan,jackson buchanan,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Zecheng Dou,zecheng dou,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Michael Brennan,michael brennan,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Christiaan Bezuidenhout,christiaan bezuidenhout,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Haotong Li,haotong li,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Michael Thorbjornsen,michael thorbjornsen,2026-05-21,THE CJ CUP Byron Nelson,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,William Sides,william sides,2026-05-21,THE CJ CUP Byron Nelson,2,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Kris Ventura,kris ventura,2026-05-21,THE CJ CUP Byron Nelson,2,66.0,4.0,1.0,6.0,4.0,2.0,12.0
,Lee Hodges,lee hodges,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Will Gordon,will gordon,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Karl Vilips,karl vilips,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Kevin Yu,kevin yu,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Noah Goodwin,noah goodwin,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,6.0,3.0,3.0,12.0
,Jeremy Paul,jeremy paul,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Patton Kizzire,patton kizzire,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,5.0,2.0,2.0,5.0,3.0,10.0
,Max McGreevy,max mcgreevy,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Davis Chatfield,davis chatfield,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Vince Whaley,vince whaley,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,4.0,1.0,6.0,4.0,2.0,12.0
,Mason Howell,mason howell,2026-05-21,THE CJ CUP Byron Nelson,2,70.0,1.0,0.0,16.0,1.0,0.0,17.0
,Ronin Banerjee,ronin banerjee,2026-05-21,THE CJ CUP Byron Nelson,2,68.0,2.0,1.0,10.0,2.0,2.0,14.0
,Matti Schmid,matti schmid,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Billy Horschel,billy horschel,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,6.0,2.0,0.0,6.0,3.0,9.0
,Paul Peterson,paul peterson,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Keita Nakajima,keita nakajima,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,2.0,0.0,10.0,2.0,2.0,14.0
,Adrien Dumont de Chassart,adrien dumont de chassart,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Aaron Wise,aaron wise,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Alejandro Tosti,alejandro tosti,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Marcelo Rozo,marcelo rozo,2026-05-21,THE CJ CUP Byron Nelson,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
