espn_id,player_name,player_key,tournament_date,tournament_name,round,strokes,birdies,bogeys,pars,birdies_or_better,bogeys_or_worse,holes_played
,Adam Svensson,adam svensson,2026-05-07,ONEflight Myrtle Beach Classic,4,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Danny Willett,danny willett,2026-05-07,ONEflight Myrtle Beach Classic,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Camilo Villegas,camilo villegas,2026-05-07,ONEflight Myrtle Beach Classic,4,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Grayson Wood,grayson wood,2026-05-07,ONEflight Myrtle Beach Classic,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Ryan Ruffels,ryan ruffels,2026-05-07,ONEflight Myrtle Beach Classic,4,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Davis Riley,davis riley,2026-05-07,ONEflight Myrtle Beach Classic,4,72.0,4.0,3.0,2.0,4.0,4.0,10.0
,Chan Kim,chan kim,2026-05-07,ONEflight Myrtle Beach Classic,4,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Connor Doyal,connor doyal,2026-05-07,ONEflight Myrtle Beach Classic,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Rico Hoey,rico hoey,2026-05-07,ONEflight Myrtle Beach Classic,4,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Kevin Yu,kevin yu,2026-05-07,ONEflight Myrtle Beach Classic,4,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Adam Hadwin,adam hadwin,2026-05-07,ONEflight Myrtle Beach Classic,4,70.0,5.0,2.0,2.0,5.0,3.0,10.0
,Marcelo Rozo,marcelo rozo,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Peter Malnati,peter malnati,2026-05-07,ONEflight Myrtle Beach Classic,4,73.0,1.0,3.0,10.0,1.0,3.0,14.0
,Christo Lamprecht,christo lamprecht,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Luke Clanton,luke clanton,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Zac Blair,zac blair,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,1.0,1.0,14.0,1.0,1.0,16.0
,John VanDerLaan,john vanderlaan,2026-05-07,ONEflight Myrtle Beach Classic,4,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Martin Laird,martin laird,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Kensei Hirata,kensei hirata,2026-05-07,ONEflight Myrtle Beach Classic,4,72.0,2.0,1.0,10.0,2.0,2.0,14.0
,Brendon Todd,brendon todd,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Carson Young,carson young,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Lee Hodges,lee hodges,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Cam Davis,cam davis,2026-05-07,ONEflight Myrtle Beach Classic,4,71.0,2.0,2.0,6.0,2.0,4.0,12.0
,Garrick Higgo,garrick higgo,2026-05-07,ONEflight Myrtle Beach Classic,4,72.0,1.0,2.0,12.0,1.0,2.0,15.0
,Joe Highsmith,joe highsmith,2026-05-07,ONEflight Myrtle Beach Classic,4,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Trace Crowe,trace crowe,2026-05-07,ONEflight Myrtle Beach Classic,4,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Hank Lebioda,hank lebioda,2026-05-07,ONEflight Myrtle Beach Classic,4,74.0,1.0,4.0,8.0,1.0,4.0,13.0
,Tyler Collet,tyler collet,2026-05-07,ONEflight Myrtle Beach Classic,4,75.0,2.0,4.0,4.0,2.0,5.0,11.0
,Troy Merritt,troy merritt,2026-05-07,ONEflight Myrtle Beach Classic,4,80.0,1.0,6.0,0.0,1.0,8.0,9.0
,Kristoffer Reitan,kristoffer reitan,2026-05-07,Truist Championship,3,64.0,7.0,0.0,4.0,7.0,0.0,11.0
,Rickie Fowler,rickie fowler,2026-05-07,Truist Championship,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Alex Fitzpatrick,alex fitzpatrick,2026-05-07,Truist Championship,3,64.0,8.0,1.0,0.0,8.0,1.0,9.0
,J.J. Spaun,j j spaun,2026-05-07,Truist Championship,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Tommy Fleetwood,tommy fleetwood,2026-05-07,Truist Championship,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Sungjae Im,sungjae im,2026-05-07,Truist Championship,3,70.0,2.0,3.0,6.0,2.0,4.0,12.0
,Ludvig Åberg,ludvig aberg,2026-05-07,Truist Championship,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Harry Hall,harry hall,2026-05-07,Truist Championship,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Patrick Cantlay,patrick cantlay,2026-05-07,Truist Championship,3,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Matt McCarty,matt mccarty,2026-05-07,Truist Championship,3,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Cameron Young,cameron young,2026-05-07,Truist Championship,3,63.0,7.0,1.0,0.0,7.0,2.0,9.0
,Min Woo Lee,min woo lee,2026-05-07,Truist Championship,3,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Chris Gotterup,chris gotterup,2026-05-07,Truist Championship,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Nick Taylor,nick taylor,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Alex Smalley,alex smalley,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Gary Woodland,gary woodland,2026-05-07,Truist Championship,3,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Austin Smotherman,austin smotherman,2026-05-07,Truist Championship,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Keegan Bradley,keegan bradley,2026-05-07,Truist Championship,3,74.0,3.0,4.0,2.0,3.0,5.0,10.0
,Rory McIlroy,rory mcilroy,2026-05-07,Truist Championship,3,75.0,2.0,6.0,2.0,2.0,6.0,10.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-05-07,Truist Championship,3,69.0,2.0,2.0,8.0,2.0,3.0,13.0
,Kurt Kitayama,kurt kitayama,2026-05-07,Truist Championship,3,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Pierceson Coody,pierceson coody,2026-05-07,Truist Championship,3,71.0,3.0,1.0,4.0,3.0,4.0,11.0
,Patrick Rodgers,patrick rodgers,2026-05-07,Truist Championship,3,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Adam Scott,adam scott,2026-05-07,Truist Championship,3,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Andrew Novak,andrew novak,2026-05-07,Truist Championship,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Harris English,harris english,2026-05-07,Truist Championship,3,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,J.T. Poston,j t poston,2026-05-07,Truist Championship,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,David Lipsky,david lipsky,2026-05-07,Truist Championship,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Brian Harman,brian harman,2026-05-07,Truist Championship,3,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Alex Noren,alex noren,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Viktor Hovland,viktor hovland,2026-05-07,Truist Championship,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Nico Echavarria,nico echavarria,2026-05-07,Truist Championship,3,70.0,2.0,3.0,6.0,2.0,4.0,12.0
,Tony Finau,tony finau,2026-05-07,Truist Championship,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Corey Conners,corey conners,2026-05-07,Truist Championship,3,70.0,4.0,3.0,0.0,4.0,5.0,9.0
,Sam Burns,sam burns,2026-05-07,Truist Championship,3,75.0,2.0,4.0,4.0,2.0,5.0,11.0
,Maverick McNealy,maverick mcnealy,2026-05-07,Truist Championship,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Taylor Pendrith,taylor pendrith,2026-05-07,Truist Championship,3,70.0,4.0,3.0,0.0,4.0,5.0,9.0
,Andrew Putnam,andrew putnam,2026-05-07,Truist Championship,3,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Matt Wallace,matt wallace,2026-05-07,Truist Championship,3,69.0,4.0,4.0,0.0,4.0,5.0,9.0
,Bud Cauley,bud cauley,2026-05-07,Truist Championship,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Lucas Glover,lucas glover,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Daniel Berger,daniel berger,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Justin Rose,justin rose,2026-05-07,Truist Championship,3,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Ryo Hisatsune,ryo hisatsune,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Denny McCarthy,denny mccarthy,2026-05-07,Truist Championship,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Webb Simpson,webb simpson,2026-05-07,Truist Championship,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Michael Kim,michael kim,2026-05-07,Truist Championship,3,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Mackenzie Hughes,mackenzie hughes,2026-05-07,Truist Championship,3,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Brian Campbell,brian campbell,2026-05-07,Truist Championship,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Max Homa,max homa,2026-05-07,Truist Championship,3,72.0,4.0,3.0,2.0,4.0,4.0,10.0
,Jhonattan Vegas,jhonattan vegas,2026-05-07,Truist Championship,3,69.0,4.0,2.0,2.0,4.0,4.0,10.0
,Matt Fitzpatrick,matt fitzpatrick,2026-05-07,Truist Championship,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Chandler Blanchet,chandler blanchet,2026-05-07,Truist Championship,3,70.0,4.0,1.0,6.0,4.0,2.0,12.0
,Jordan Spieth,jordan spieth,2026-05-07,Truist Championship,3,68.0,4.0,3.0,2.0,4.0,4.0,10.0
,Jacob Bridgeman,jacob bridgeman,2026-05-07,Truist Championship,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Xander Schauffele,xander schauffele,2026-05-07,Truist Championship,3,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Ricky Castillo,ricky castillo,2026-05-07,Truist Championship,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Ben Griffin,ben griffin,2026-05-07,Truist Championship,3,75.0,2.0,6.0,2.0,2.0,6.0,10.0
,Sepp Straka,sepp straka,2026-05-07,Truist Championship,3,73.0,1.0,1.0,12.0,1.0,2.0,15.0
,Ryan Gerard,ryan gerard,2026-05-07,Truist Championship,3,76.0,1.0,6.0,4.0,1.0,6.0,11.0
,Si Woo Kim,si woo kim,2026-05-07,Truist Championship,3,71.0,5.0,1.0,2.0,5.0,3.0,10.0
,Ryan Fox,ryan fox,2026-05-07,Truist Championship,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Jason Day,jason day,2026-05-07,Truist Championship,3,72.0,2.0,5.0,2.0,2.0,6.0,10.0
,Tom Hoge,tom hoge,2026-05-07,Truist Championship,3,76.0,1.0,1.0,11.0,1.0,2.0,14.0
,Brandt Snedeker,brandt snedeker,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,5.0,3.0,0.0,5.0,4.0,9.0
,Mark Hubbard,mark hubbard,2026-05-07,ONEflight Myrtle Beach Classic,3,64.0,7.0,0.0,4.0,7.0,0.0,11.0
,Beau Hossler,beau hossler,2026-05-07,ONEflight Myrtle Beach Classic,3,64.0,8.0,1.0,0.0,8.0,1.0,9.0
,Kevin Roy,kevin roy,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Aaron Rai,aaron rai,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Eric Cole,eric cole,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,5.0,1.0,4.0,5.0,2.0,11.0
,Tom Kim,tom kim,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Christiaan Bezuidenhout,christiaan bezuidenhout,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Blades Brown,blades brown,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Mac Meissner,mac meissner,2026-05-07,ONEflight Myrtle Beach Classic,3,64.0,6.0,1.0,2.0,6.0,2.0,10.0
,Paul Peterson,paul peterson,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Brooks Koepka,brooks koepka,2026-05-07,ONEflight Myrtle Beach Classic,3,64.0,6.0,1.0,2.0,6.0,2.0,10.0
,Davis Thompson,davis thompson,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Lanto Griffin,lanto griffin,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Zecheng Dou,zecheng dou,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Keita Nakajima,keita nakajima,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Taylor Moore,taylor moore,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Sam Ryder,sam ryder,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Jackson Suber,jackson suber,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Patrick Fishburn,patrick fishburn,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Brice Garnett,brice garnett,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Doug Ghim,doug ghim,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Austin Eckroat,austin eckroat,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Zach Bauchou,zach bauchou,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Hayden Springer,hayden springer,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,David Skinns,david skinns,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Matt Kuchar,matt kuchar,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Nick Dunlap,nick dunlap,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Karl Vilips,karl vilips,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,2.0,0.0,12.0,2.0,1.0,15.0
,Petr Hruby,petr hruby,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Adrien Dumont de Chassart,adrien dumont de chassart,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,0.0,8.0,4.0,1.0,13.0
,Ben Kohles,ben kohles,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Pontus Nyholm,pontus nyholm,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,5.0,2.0,2.0,5.0,3.0,10.0
,John Parry,john parry,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Neal Shipley,neal shipley,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Danny Walker,danny walker,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Steven Fisk,steven fisk,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Jimmy Stanger,jimmy stanger,2026-05-07,ONEflight Myrtle Beach Classic,3,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Casey Jarvis,casey jarvis,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Erik van Rooyen,erik van rooyen,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Takumi Kanaya,takumi kanaya,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Adam Svensson,adam svensson,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Danny Willett,danny willett,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Camilo Villegas,camilo villegas,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Grayson Wood,grayson wood,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,5.0,4.0,0.0,5.0,4.0,9.0
,Ryan Ruffels,ryan ruffels,2026-05-07,ONEflight Myrtle Beach Classic,3,72.0,4.0,3.0,2.0,4.0,4.0,10.0
,Justin Lower,justin lower,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Chan Kim,chan kim,2026-05-07,ONEflight Myrtle Beach Classic,3,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Connor Doyal,connor doyal,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Rico Hoey,rico hoey,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Kevin Yu,kevin yu,2026-05-07,ONEflight Myrtle Beach Classic,3,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Adam Hadwin,adam hadwin,2026-05-07,ONEflight Myrtle Beach Classic,3,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Marcelo Rozo,marcelo rozo,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Peter Malnati,peter malnati,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Billy Horschel,billy horschel,2026-05-07,ONEflight Myrtle Beach Classic,3,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Séamus Power,seamus power,2026-05-07,ONEflight Myrtle Beach Classic,3,72.0,4.0,3.0,2.0,4.0,4.0,10.0
,Christo Lamprecht,christo lamprecht,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Luke Clanton,luke clanton,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,John VanDerLaan,john vanderlaan,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Martin Laird,martin laird,2026-05-07,ONEflight Myrtle Beach Classic,3,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Kensei Hirata,kensei hirata,2026-05-07,ONEflight Myrtle Beach Classic,3,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Brendon Todd,brendon todd,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Carson Young,carson young,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Cam Davis,cam davis,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Garrick Higgo,garrick higgo,2026-05-07,ONEflight Myrtle Beach Classic,3,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Joe Highsmith,joe highsmith,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Trace Crowe,trace crowe,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Hank Lebioda,hank lebioda,2026-05-07,ONEflight Myrtle Beach Classic,3,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Tyler Collet,tyler collet,2026-05-07,ONEflight Myrtle Beach Classic,3,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Troy Merritt,troy merritt,2026-05-07,ONEflight Myrtle Beach Classic,3,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Kristoffer Reitan,kristoffer reitan,2026-05-07,Truist Championship,2,70.0,1.0,2.0,10.0,1.0,3.0,14.0
,Nicolai Højgaard,nicolai hjgaard,2026-05-07,Truist Championship,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Alex Fitzpatrick,alex fitzpatrick,2026-05-07,Truist Championship,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,J.J. Spaun,j j spaun,2026-05-07,Truist Championship,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Tommy Fleetwood,tommy fleetwood,2026-05-07,Truist Championship,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Sungjae Im,sungjae im,2026-05-07,Truist Championship,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Ludvig Åberg,ludvig aberg,2026-05-07,Truist Championship,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Harry Hall,harry hall,2026-05-07,Truist Championship,2,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Patrick Cantlay,patrick cantlay,2026-05-07,Truist Championship,2,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Matt McCarty,matt mccarty,2026-05-07,Truist Championship,2,74.0,2.0,3.0,6.0,2.0,4.0,12.0
,Cameron Young,cameron young,2026-05-07,Truist Championship,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Justin Thomas,justin thomas,2026-05-07,Truist Championship,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Min Woo Lee,min woo lee,2026-05-07,Truist Championship,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Chris Gotterup,chris gotterup,2026-05-07,Truist Championship,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Nick Taylor,nick taylor,2026-05-07,Truist Championship,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Alex Smalley,alex smalley,2026-05-07,Truist Championship,2,69.0,4.0,0.0,8.0,4.0,1.0,13.0
,Gary Woodland,gary woodland,2026-05-07,Truist Championship,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Austin Smotherman,austin smotherman,2026-05-07,Truist Championship,2,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Keegan Bradley,keegan bradley,2026-05-07,Truist Championship,2,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Rory McIlroy,rory mcilroy,2026-05-07,Truist Championship,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-05-07,Truist Championship,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Kurt Kitayama,kurt kitayama,2026-05-07,Truist Championship,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Pierceson Coody,pierceson coody,2026-05-07,Truist Championship,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Adam Scott,adam scott,2026-05-07,Truist Championship,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Andrew Novak,andrew novak,2026-05-07,Truist Championship,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Harris English,harris english,2026-05-07,Truist Championship,2,69.0,2.0,2.0,8.0,2.0,3.0,13.0
,J.T. Poston,j t poston,2026-05-07,Truist Championship,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,David Lipsky,david lipsky,2026-05-07,Truist Championship,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Brian Harman,brian harman,2026-05-07,Truist Championship,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Alex Noren,alex noren,2026-05-07,Truist Championship,2,72.0,3.0,1.0,9.0,3.0,1.0,13.0
,Viktor Hovland,viktor hovland,2026-05-07,Truist Championship,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Nico Echavarria,nico echavarria,2026-05-07,Truist Championship,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Corey Conners,corey conners,2026-05-07,Truist Championship,2,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Sam Burns,sam burns,2026-05-07,Truist Championship,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Maverick McNealy,maverick mcnealy,2026-05-07,Truist Championship,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Taylor Pendrith,taylor pendrith,2026-05-07,Truist Championship,2,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Akshay Bhatia,akshay bhatia,2026-05-07,Truist Championship,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Andrew Putnam,andrew putnam,2026-05-07,Truist Championship,2,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Matt Wallace,matt wallace,2026-05-07,Truist Championship,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Bud Cauley,bud cauley,2026-05-07,Truist Championship,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Lucas Glover,lucas glover,2026-05-07,Truist Championship,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Justin Rose,justin rose,2026-05-07,Truist Championship,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Ryo Hisatsune,ryo hisatsune,2026-05-07,Truist Championship,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Denny McCarthy,denny mccarthy,2026-05-07,Truist Championship,2,75.0,3.0,5.0,0.0,3.0,6.0,9.0
,Webb Simpson,webb simpson,2026-05-07,Truist Championship,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Brian Campbell,brian campbell,2026-05-07,Truist Championship,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Max Homa,max homa,2026-05-07,Truist Championship,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Jhonattan Vegas,jhonattan vegas,2026-05-07,Truist Championship,2,76.0,1.0,6.0,4.0,1.0,6.0,11.0
,Matt Fitzpatrick,matt fitzpatrick,2026-05-07,Truist Championship,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Chandler Blanchet,chandler blanchet,2026-05-07,Truist Championship,2,69.0,2.0,2.0,8.0,2.0,3.0,13.0
