PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_toi,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite
Leo Carlsson,leo carlsson,ANA,0.39473684210526316,38,18.460087719298247,goals,ANA,ANA,2,top,Leo Carlsson,35,9,16,-0.05894464374545741,-0.35352972485325423,0.017873109086209246,0.08327352472089315,0.24451894148875422,0.375,0.1111111111111111,0.3714028339394635,False,True
Mikael Granlund,mikael granlund,ANA,0.375,32,19.472395833333334,goals,ANA,ANA,3,top,Mikael Granlund,29,7,14,0.06575714882002373,0.24530611727497156,-0.1384564738106601,0.266025641025641,-0.14232961795090981,0.21428571428571427,0.5714285714285714,-0.38376259108563165,False,False
Tyson Hinds,tyson hinds,ANA,0.06666666666666667,15,12.852222222222222,points,ANA,ANA,1,bottom,Tyson Hinds,12,3,8,0.03885790135790135,-0.07722832722832722,0.08724747474747474,0.0,0.21193741329940577,0.125,0.0,0.16447580197580197,False,False
Ross Johnston,ross johnston,ANA,0.07692307692307693,13,10.33974358974359,points,ANA,ANA,2,bottom,Ross Johnston,10,7,1,-0.16032106782106778,-0.15624098124098124,-0.14285714285714285,-0.18333333333333335,0.14322061933372912,0.0,0.0,0.013383838383838387,False,False
Tim Washe,tim washe,ANA,0.10526315789473684,38,12.674561403508772,points,ANA,ANA,3,bottom,Tim Washe,35,9,16,-0.07446237023798281,-0.04828262230223014,-0.02508568021209278,-0.17702684742158428,0.025445640629968506,0.125,0.1111111111111111,0.02319694209013736,False,False
Cutter Gauthier,cutter gauthier,ANA,0.96875,32,17.051041666666666,points,ANA,ANA,1,top,Cutter Gauthier,29,9,12,-0.014277760233023762,-0.08386142025988771,0.041186090759721176,-0.019191919191919177,0.016969494619502368,0.5833333333333334,0.3333333333333333,0.1250475110196089,False,False
Leo Carlsson,leo carlsson,ANA,0.8947368421052632,38,18.460087719298247,points,ANA,ANA,2,top,Leo Carlsson,35,9,16,-0.17092729630812778,-0.3822755223490518,-0.02415125713046562,-0.2155555555555555,0.19143980370635333,0.5625,0.4444444444444444,0.3581242652185862,False,True
Troy Terry,troy terry,ANA,0.8571428571428571,28,17.995833333333334,points,ANA,ANA,3,top,Troy Terry,25,7,14,-0.2477986922312269,-0.24153183370574674,0.009334011791442156,-1.1587301587301586,0.16494816075233154,0.42857142857142855,0.5714285714285714,0.2508658454971889,False,True
Ross Johnston,ross johnston,ANA,0.5384615384615384,13,10.33974358974359,shots,ANA,ANA,1,bottom,Ross Johnston,10,7,1,0.1571608946608947,0.22723665223665224,0.7142857142857143,-0.3666666666666667,-0.08485331009378574,1.0,0.5714285714285714,0.48704906204906206,False,False
Drew Helleson,drew helleson,ANA,0.55,20,12.675833333333333,shots,ANA,ANA,2,bottom,Drew Helleson,17,3,10,0.002222949554947363,-0.2594312578832703,0.26651098901098896,-0.4622564935064935,0.21517385521133173,0.6,0.3333333333333333,0.5259422468942593,False,False
Tyson Hinds,tyson hinds,ANA,0.6666666666666666,15,12.852222222222222,shots,ANA,ANA,3,bottom,Tyson Hinds,12,3,8,-0.8237907925407923,-0.3855311355311355,-1.153612012987013,0.5,-0.7319819933132116,0.0,0.3333333333333333,-0.7680808774558776,False,True
Cutter Gauthier,cutter gauthier,ANA,3.59375,32,17.051041666666666,shots,ANA,ANA,1,top,Cutter Gauthier,29,9,12,-0.3492998177129476,-0.6674714318763262,0.1735078023130756,-0.7755681818181819,0.1244158864215369,0.6666666666666666,0.4444444444444444,0.8409792341894018,True,True
Leo Carlsson,leo carlsson,ANA,3.3421052631578947,38,18.460087719298247,shots,ANA,ANA,2,top,Leo Carlsson,35,9,16,0.06581381867790427,-1.1329073155053548,0.7281820074710916,0.08487373737373738,0.33114633315086167,0.625,0.2222222222222222,1.8610893229764465,True,True
Troy Terry,troy terry,ANA,2.8214285714285716,28,17.995833333333334,shots,ANA,ANA,3,top,Troy Terry,25,7,14,-0.19714331328074763,-0.7729349957610826,0.18487938176129237,-0.5265873015873015,0.2610013191751204,0.42857142857142855,0.2857142857142857,0.957814377522375,False,True
