player_norm,espn_athlete_id,team_norm
benjamin dominguez,331231,bologna
boris radunovic,224187,cagliari
elia caprile,278987,cagliari
giuseppe ciocci,292387,cagliari
alen sherri,306210,cagliari
velizar-iliya iliev,357862,cagliari
yerry mina,196901,cagliari
mateusz wieteska,212258,cagliari
gabriele zappa,275943,cagliari
adam obert,322913,cagliari
ze pedro,332684,cagliari
juan rodriguez,264801,tallerescordoba
othniel raterink,384126,cagliari
riyad idrissi,387036,cagliari
alessandro romano,6729,cagliari
matteo prati,107960,cagliari
alessandro deiola,186437,cagliari
harry winks,202332,cagliari
michel adopo,272745,cagliari
nicolo cavuoti,325527,cagliari
jacopo fazzini,333938,cagliari
demi akarakiri,399563,cagliari
joseph liteta,407930,cagliari
ivan sulev,407932,cagliari
mattia felici,285937,cagliari
sebastiano esposito,286929,cagliari
gennaro borrelli,286948,cagliari
kingstone mutandwa,368312,cagliari
agustin albarracin,381354,cagliari
yael trepy,407931,cagliari
nicola grandu,411232,cagliari
sebastiano di paolo,418443,cagliari
paul mendy,418819,cagliari
carlo pinsoglio,121036,juventus
mattia perin,146683,juventus
michele di gregorio,240055,juventus
juan cabal,24412,juventus
joao mario,139008,juventus
daniele rugani,181673,juventus
lloyd kelly,243787,juventus
bremer,258307,juventus
zeki celik,271873,juventus
pierre kalulu,290129,juventus
andrea cambiaso,308029,juventus
federico gatti,323147,juventus
jonas rouhi,355999,juventus
shane van aarle,379549,juventus
javier gil,395579,juventus
filip kostic,174496,juventus
arthur,334374,bayerleverkusen
manuel locatelli,217538,juventus
weston mckennie,256715,juventus
teun koopmeiners,258968,juventus
khephren thuram,283139,juventus
douglas luiz,320074,juventus
fabio miretti,323975,juventus
vasilije adzic,344917,juventus
adin licina,388139,juventus
augusto owusu,397258,juventus
arkadiusz milik,179359,juventus
jeremie boga,206153,juventus
dusan vlahovic,235677,juventus
edon zhegrova,260300,juventus
jonathan david,273499,juventus
francisco conceicao,312659,juventus
justin oboavwoduo,349101,juventus
kenan yildiz,366509,juventus
jeff ekhator,388606,juventus
destiny elimoghale,404034,juventus
arman durmisi,3102531,juventus
matteo pisseri,198150,frosinone
sebastiano desplanches,323108,frosinone
lorenzo palmisani,325056,frosinone
eldin lolic,333979,frosinone
edoardo masciangelo,212186,frosinone
sergio kalaj,285667,frosinone
niccolo corrado,290074,frosinone
ilario monterisi,300001,frosinone
anthony oyono,315213,
wisdom amey,318394,frosinone
giorgio cittadini,333598,frosinone
gabriele bracaglia,346974,frosinone
jeremy oyono,376726,frosinone
jacopo gelli,406448,
giacomo calo,236038,frosinone
ben lhassine kone,268870,frosinone
ilias koutsoupias,307971,frosinone
francesco gelli,308276,frosinone
anouar el azzouzi,324433,frosinone
luis hasa,364685,frosinone
matteo cichella,388779,frosinone
filippo grosso,396888,frosinone
alessio zerbin,252447,frosinone
edoardo vergani,290070,frosinone
fares ghedjemis,356536,frosinone
giorgi kvernadze,360714,frosinone
alejandro cichero,372148,frosinone
kevin barcella,394492,frosinone
muhammed colley,411234,frosinone
arijanet muric,259838,sassuolo
stefano turati,261399,sassuolo
alessandro russo,276823,
gioele zacchi,310770,sassuolo
jay idzes,272873,sassuolo
fali cande,287677,sassuolo
sebastian walukiewicz,288483,sassuolo
josh doig,290418,sassuolo
cas odenthal,291729,sassuolo
filippo missori,330043,sassuolo
yeferson paz,333924,sassuolo
edoardo pieragnolo,333925,sassuolo
kevin miranda,366932,sassuolo
tommaso macchioni,415197,sassuolo
giorgio vezzosi,423015,sassuolo
nemanja matic,135743,sassuolo
fabrizio caligara,259938,sassuolo
kristian thorstvedt,284212,sassuolo
andrea ghion,288788,sassuolo
daniel boloca,307061,sassuolo
edoardo iannoni,307969,sassuolo
ismael kone,325001,sassuolo
cristian volpato,330259,sassuolo
justin kumi,333380,sassuolo
luca lipani,347408,sassuolo
kevin leone,366933,sassuolo
darryl bakola,384170,sassuolo
domenico berardi,173817,sassuolo
nicholas pierini,233088,sassuolo
andrea pinamonti,239086,sassuolo
samuele mulattieri,271140,sassuolo
armand lauriente,272719,sassuolo
luca moro,278778,sassuolo
janis antiste,302646,sassuolo
laurs skjellerup,303980,sassuolo
agustin alvarez martinez,307473,sassuolo
riccardo ciervo,307860,sassuolo
patrick nuamah,346850,sassuolo
luca d'andrea,346882,sassuolo
flavio russo,367479,sassuolo
raffaele di gennaro,181322,internazionale
ivan provedel,181836,internazionale
josep martinez,240533,
matteo farronato,3112255,internazionale
federico dimarco,194748,internazionale
manuel akanji,214562,internazionale
benjamin pavard,215378,internazionale
alessandro bastoni,249280,internazionale
yann bisseck,266660,internazionale
carlos augusto,271769,internazionale
leonardo bovio,403808,internazionale
mattia marello,412245,internazionale
yvan maye,412249,internazionale
henrikh mkhitaryan,147625,internazionale
hakan calhanoglu,170785,internazionale
piotr zielinski,177782,internazionale
nicolo barella,204441,internazionale
aleksandar stankovic,240109,internazionale
davide frattesi,250850,internazionale
kristjan asllani,308881,internazionale
andy diouf,319167,internazionale
petar sucic,341494,internazionale
yanis massolin,345390,internazionale
ebenezer akinsanmiro,362776,internazionale
luka topalovic,364026,internazionale
marcus thuram,217331,internazionale
lautaro martinez,219713,internazionale
luis henrique,286369,internazionale
ange-yoan bonny,309185,internazionale
pio esposito,362674,internazionale
matteo lavelli,402778,internazionale
mattia mosconi,409051,internazionale
jamal iddrissou,410613,internazionale
demba thiam,250460,monza
semuel pizzignacco,270186,monza
aljaz strajnar,409565,monza
samuele birindelli,248440,monza
arvid brorsson,249336,monza
filippo delli carri,250672,monza
ricardo mangas,259871,monza
valentin antov,274733,monza
andrea carboni,301278,monza
adam bakoune,355859,monza
lorenzo lucchesi,367635,monza
eddy kouadio,390673,monza
lorenzo colonnese,3108882,monza
matteo pessina,224455,monza
andrea colpani,272892,monza
nicolas galazzi,308288,monza
leonardo colombo,353013,monza
manga foe ondoa,376261,monza
nicolo ballabio,417604,monza
danilo treffiletti,3108879,monza
giuseppe martone,3108881,monza
andrea petagna,181098,monza
keita balde,184883,monza
patrick ciurria,192743,monza
kevin martins,197764,monza
dany mota,235453,monza
patrick cutrone,238885,monza
omari forson,325554,monza
gustavo varela,384482,monza
solomon loubao,397386,monza
mathis mout,416515,monza
christos mandas,265140,lazio
alessio furlanetto,288361,lazio
davide renzetti,359647,lazio
edoardo motta,367320,lazio
patric,169818,lazio
alessio romagnoli,177816,lazio
samuel gigot,191102,lazio
adam marusic,218105,lazio
alfonso pedraza,218439,lazio
danilho doekhi,233622,lazio
luca pellegrini,251144,lazio
nuno tavares,288901,lazio
romano floriani,330041,lazio
oliver provstgaard,333311,lazio
filipe bordon,359380,lazio
danilo cataldi,178627,lazio
mattia zaccagni,204669,lazio
manuel lazzari,241430,lazio
kenneth taylor,282228,lazio
nicolo rovella,285969,lazio
fisayo dele-bashiru,295515,lazio
reda belahyane,345323,lazio
adrian przyborek,364224,lazio
bruno galassi,3102821,lazio
boulaye dia,282381,lazio
gustav isaksen,291550,lazio
gabriele artistico,300009,lazio
matteo cancellieri,308944,lazio
tijjani noslin,323113,lazio
petar ratkov,342136,lazio
nikita contini,198082,napoli
alex meret,209746,napoli
vanja milinkovic-savic,219531,napoli
leonardo spinazzola,148974,napoli
giovanni di lorenzo,155904,napoli
amir rrahmani,205576,napoli
mathias olivera,234881,napoli
alessandro buongiorno,252605,napoli
pasquale mazzocchi,260188,napoli
sam beukema,261594,napoli
miguel gutierrez,290044,napoli
rafa marin,297360,napoli
luca marianucci,367690,napoli
nosa obaretin,368592,napoli
christian garofalo,418210,napoli
kevin de bruyne,134947,napoli
stanislav lobotka,188412,napoli
frank anguissa,215721,napoli
michael folorunsho,252385,napoli
scott mctominay,255850,napoli
billy gilmour,274217,napoli
jens cajuste,274971,napoli
jesper lindstrom,278822,napoli
antonio vergara,332411,napoli
coli saco,368077,napoli
romelu lukaku,139437,napoli
matteo politano,188306,napoli
david neres,245637,napoli
noa lang,255344,napoli
lorenzo lucca,282564,napoli
cyril ngonge,283741,napoli
walid cheddira,292241,napoli
rasmus højlund,309273,napoli
alisson santos,319697,napoli
giovane,339953,napoli
emanuele rao,357855,napoli
lorenzo sgarbi,387352,napoli
alberto paleari,241414,torino
franco israel,271445,torino
lapo siviero,367321,torino
diego mascardi,368006,torino
marcus holmgren pedersen,129285,torino
cristiano biraghi,152044,torino
eray comert,231697,torino
adrian ismajli,239120,torino
saul coco,274258,torino
ali dembele,356576,torino
pietro comuzzo,367168,torino
come bianay,379782,torino
adrien tameze,159324,torino
nikola vlasic,206378,torino
ivan ilic,260004,torino
faustino anjorin,282642,torino
gaetano oristanio,297786,torino
emirhan ilkhan,330707,torino
cesare casadei,336394,torino
gvidas gineitis,338266,torino
aaron ciammaglichella,358465,torino
tommaso di marco,387262,torino
marco dalla vecchia,389460,torino
wisdom acquah,417402,torino
giovanni simeone,189974,torino
duvan zapata,193644,torino
che adams,213725,torino
sandro kulenovic,245538,torino
pietro pellegri,251141,torino
zakaria aboukhlal,277865,torino
zanos savva,367740,torino
alieu njie,367743,torino
tommaso gabellini,389463,torino
alessio cacciamani,403148,torino
wladimiro falcone,177812,lecce
christian fruchtl,259054,lecce
alexandru borbei,308318,lecce
jasper samooja,332018,lecce
antonino gallo,277441,lecce
corrie ndaba,287673,lecce
jamil siebert,307391,lecce
kialonda gaspar,318604,lecce
danilo veiga,344844,lecce
gaby jean,346283,lecce
sebastian esposito,362180,lecce
tiago gabriel,379865,lecce
matias perez,386020,lecce
vernon addo,387946,lecce
owen kouassi,388877,lecce
mohamed kaba,223292,lecce
lassana coulibaly,223947,lecce
youssef maleh,241405,lecce
lameck banda,267910,lecce
sadik fofana,324661,lecce
omri gandelman,326642,lecce
oumar ngom,334793,lecce
medon berisha,341756,lecce
olaf gorter,374812,lecce
niko kovac,391033,lecce
konan n’dri,286582,lecce
santiago pierotti,288429,lecce
nikola stulic,304512,lecce
rares burnete,325051,lecce
milos jovic,3098212,lecce
justin bijlow,205653,genoa
daniele sommariva,210391,genoa
franz stolz,341773,genoa
ernestas lysionok,410399,genoa
stefano sabelli,177862,genoa
aaron martin,242007,genoa
johan vasquez,259975,genoa
alessandro vogliacco,278779,genoa
leo østigard,281736,genoa
brooke norton-cuffy,311173,genoa
alan matturro,341774,genoa
sebastian otoa,350205,genoa
gabriele calvani,352751,genoa
alessandro marcandalli,364761,genoa
david puczka,386505,genoa
mamedi doucoure,419268,genoa
wedtoin ouedraogo,421510,genoa
marcelo vaz,3098553,genoa
hamed traore,257058,genoa
morten frendrup,270884,genoa
mikael ellertsson,324256,genoa
patrizio masini,346840,genoa
alexsandro amorim,358445,genoa
hugo cuenca,365843,genoa
ethan meichtry,406191,genoa
samuel wiafe,418840,genoa
chec bebel doumbia,3102575,genoa
caleb ekuban,182071,genoa
junior messias,261054,genoa
lorenzo colombo,297220,genoa
elias havel,329489,genoa
seydou fini,347409,genoa
alessandro debenedetti,386271,genoa
lorenzo venturino,389431,genoa
joi nuredini,401482,genoa
vitinha,288897,parissaintgermain
zion suzuki,265958,parma
edoardo corvi,290792,parma
giovanni daffara,366510,parma
emanuele valeri,261274,parma
enrico del prato,272694,parma
lautaro valenti,281590,parma
abdoulaye ndiaye,288540,parma
botond balogh,297197,parma
franco carboni,308939,parma
alessandro circati,332081,parma
mariano troilo,366526,parma
peter amoran,375572,parma
sascha britschgi,396009,parma
dominik drobnic,417783,parma
adrian bernabe,276653,parma
hans nicolussi caviglia,286764,parma
oliver sørensen,297751,parma
mandela keita,316609,parma
christian ordonez,339198,parma
benjamin cremaschi,356358,parma
rachid kouda,365697,parma
abdou-salam konate,371539,parma
pontus almqvist,253569,parma
daniel mikolajewski,290667,parma
jacob ondrejka,303648,parma
matija frigan,310860,parma
mateo pellegrino,312757,parma
antoine joujou,357235,parma
nesta elphege,361749,parma
unai simon,222375,athleticclub
mikel santos,287410,athleticclub
julen agirrezabala,323970,athleticclub
alex padilla,347411,athleticclub
yuri berchiche,133768,athleticclub
aymeric laporte,159317,athleticclub
yeray,217225,athleticclub
andoni gorosabel,245839,athleticclub
dani vivian,274016,athleticclub
jesus areso,300876,athleticclub
aitor paredes,308254,athleticclub
hugo rincon,362572,athleticclub
unai egiluz,368331,athleticclub
adama boiro,379707,athleticclub
iker monreal,411235,athleticclub
inigo ruiz de galarreta,157708,athleticclub
mikel vesga,222373,athleticclub
robert navarro,276996,athleticclub
oihan sancet,291616,athleticclub
unai vencedor,302945,athleticclub
benat prados,318785,athleticclub
mikel jauregizar,377792,athleticclub
peio canales,388805,athleticclub
alejandro rego,403371,athleticclub
selton sanchez,414350,athleticclub
alex berenguer,209579,athleticclub
inaki williams,214412,
gorka guruzeta,231905,athleticclub
nico williams,312146,athleticclub
nico serrano,323971,athleticclub
alvaro djalo,347033,athleticclub
maroan sannadi,393762,athleticclub
elijah gift,418212,athleticclub
matteo grandi,145138,venezia
alessio pozzi,263816,venezia
filippo neri,286390,venezia
filip stankovic,289560,venezia
ridgeciano haps,181192,venezia
marin sverko,228328,venezia
giorgio altare,256763,venezia
thierry correia,275983,venezia
michael venturi,278809,venezia
armel bella-kotchap,286128,venezia
bartol franjic,291405,venezia
ahmed sidibe,327899,venezia
joel schingtienne,345152,venezia
richie sagrado,345713,venezia
calixte ligue,357418,venezia
ale gomes,414161,venezia
alfred duncan,173282,venezia
toma basic,221057,venezia
emil bohinen,229972,venezia
nunzio lella,256106,venezia
gianluca busio,263705,venezia
thorir johann helgason,275227,venezia
enrique perez,276636,venezia
simone panada,297233,venezia
bjarki steinn bjarkason,307970,venezia
marko farji,326032,venezia
antoine hainaut,346916,venezia
lamine dabo,361838,venezia
matteo dagasso,366972,venezia
saad el haddad,386951,venezia
kornel lisman,405754,venezia
lorenzo berardi,408725,venezia
edoardo mariani,3098213,venezia
lion lauberbach,259357,venezia
john yeboah,265926,venezia
andrea adorante,286317,venezia
akor adams,288472,venezia
antonio casas,331786,venezia
okoro obinna,340139,venezia
albion rrahmani,342763,venezia
lorenzo da pozzo,368005,venezia
simone ascione,386952,venezia
mohamed malang toure,3111599,venezia
adrian rodriguez,150374,
antonio sivera,200910,alaves
jesus owono,287165,alaves
ville koski,149306,alaves
jonny,176312,alaves
moussa diarra,213535,alaves
nikola maras,235307,alaves
facundo garces,255931,alaves
nahuel tenaglia,262491,alaves
angel perez,374621,alaves
youssef lekhedim,382532,alaves
pablo ibanez,106326,alaves
denis suarez,163068,alaves
carles alena,233802,alaves
carlos protesoni,253754,alaves
ander guevara,260256,alaves
antonio blanco,265997,alaves
tomas mendes,332008,alaves
selu diallo,367996,alaves
mikel rodriguez,396612,realsociedadii
lander pinillos,403705,alaves
miguel rodriguez,342767,necaxa
toni martinez,181757,alaves
mariano,198832,alaves
lucas boye,207236,alaves
hugo novoa,305608,alaves
abde rebbach,345991,alaves
aitor manas,379231,alaves
daniele padelli,93816,udinese
maduka okoye,295476,udinese
edoardo piana,318762,udinese
thomas kristensen,99909,udinese
christian kabasele,150081,udinese
hassane kamara,193919,udinese
kingsley ehizibue,212476,udinese
mergim vojvoda,221436,udinese
enzo ebosse,242601,udinese
oumar solet,261066,udinese
alessandro zanoli,270010,udinese
jordan zemura,283171,udinese
nicolo bertola,319437,udinese
leonardo buta,333091,udinese
james abankwah,342837,udinese
saba goglichidze,363886,udinese
matteo palma,384519,udinese
branimir mlacic,406061,udinese
sandi lovric,219725,udinese
jesper karlstrom,237055,udinese
nicolo zaniolo,251388,udinese
giorgi chakvetadze,258933,udinese
martin payero,262565,udinese
jurgen ekkelenkamp,270817,udinese
jakub piotrowski,276267,udinese
oier zarraga,306579,udinese
rui modesto,322100,udinese
simone pafundi,340684,udinese
lennon miller,347009,udinese
juan david arizala,360207,udinese
unai gomez,362376,udinese
david pejicic,367445,udinese
abdoulaye camara,400788,udinese
keinan davis,233654,udinese
adam buksa,257211,udinese
bayo youssouf,263508,udinese
giulio vinciati,408146,udinese
andrei radu,144720,celtavigo
ivan villar,242580,celtavigo
marcos gonzalez,376424,celtavigo
marcos alonso,146127,celtavigo
